"","Pop_ID","Population","Row","Column","Block","Family","Replicate","Date","Dead","Monarch_Quantity_Past","Monarch_Quantity_Observed","Monarch_Note","Tetraopes_tetropthalmus","Liriomyza_asclepiadis","Aphis_nerii","Aphis_asclepiadis","Myzocallis_asclepiadis","Euchaetes_egle","Lygaeus_kalmii","Labidomera_clivicollis","Rhyssomatus_lineaticollis","Comment","Sample","X","Patch_ID","Latitude","Longitude","Transect_ID","CTD_m","City_dist","Urb_Rur","Urb_score"
"1","MW001",1,9,5,1,4,3,"07/18/2020",0,0,0,"",0,8,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"2","MW001",1,17,46,4,4,4,"08/15/2020",0,0,0,"",0,26,0,0,0,0,0,3,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"3","MW001",1,6,38,2,4,5,"07/18/2020",0,0,0,"",0,3,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"4","MW001",1,20,11,3,5,4,"08/13/2020",0,0,0,"",0,2,0,0,2,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"5","MW001",1,6,38,2,4,5,"08/18/2020",0,0,0,"",0,3,1,0,0,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"6","MW001",1,17,46,4,4,4,"07/14/2020",0,0,0,"",0,13,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"7","MW001",1,6,35,2,3,4,"08/18/2020",0,0,0,"",0,23,0,0,7,0,3,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"8","MW001",1,4,7,1,2,1,"07/20/2020",0,0,0,"",0,14,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"9","MW001",1,3,45,2,1,5,"08/18/2020",0,0,0,"",0,3,0,0,0,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"10","MW001",1,4,7,1,2,1,"08/18/2020",0,0,1,"2nd/3rd ins",0,15,0,0,0,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"11","MW001",1,3,45,2,1,5,"07/20/2020",0,0,1,"1 egg",0,2,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"12","MW001",1,13,27,4,2,3,"08/15/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"13","MW001",1,3,6,1,1,2,"08/18/2020",0,0,0,"",0,1,0,0,0,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"14","MW001",1,12,2,3,3,2,"08/16/2020",0,0,1,"1st ins",0,13,0,0,0,0,6,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"15","MW001",1,13,27,4,2,3,"07/15/2020",0,0,0,"",0,1,11,10,60,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"16","MW001",1,9,5,1,4,3,"08/17/2020",0,0,0,"",0,7,0,0,0,0,2,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"17","MW001",1,4,43,2,3,5,"07/20/2020",0,0,0,"",0,16,0,5,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"18","MW001",1,20,15,3,3,3,"08/13/2020",0,0,0,"",0,11,0,0,10,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"19","MW001",1,10,5,1,5,2,"08/17/2020",0,0,0,"",0,27,0,0,0,0,0,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"20","MW001",1,3,6,1,1,2,"07/20/2020",0,0,1,"1 egg",0,1,0,31,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"21","MW001",1,9,46,2,1,4,"07/18/2020",0,0,0,"",0,2,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"22","MW001",1,15,16,3,5,5,"08/15/2020",0,0,0,"",0,8,0,0,0,0,1,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"23","MW001",1,4,8,1,2,2,"08/18/2020",0,0,0,"",0,21,0,0,0,0,5,0,0,"","August",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"24","MW001",1,10,5,1,5,2,"07/18/2020",0,0,2,"2 eggs",0,18,0,0,0,0,0,1,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
"25","MW001",1,4,11,1,4,1,"07/20/2020",0,0,0,"",0,12,0,0,0,0,0,0,0,"","July",1,"AS001",43.550556,-79.663,"South",25607.2117851047,25.6072117851047,"Urban",-1.17377
