x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.22,2016-03-22 00:00:00,ON,2016,3,22,1.9,,-1.5,,5.3,,,M,,M,,M,,,,M,,M,0,,16.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.23,2016-03-23 00:00:00,ON,2016,3,23,2.4,,-0.2,,5,,,M,,M,,M,,,,M,,M,0,,15.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.24,2016-03-24 00:00:00,ON,2016,3,24,-0.4,,-1.5,,0.8,,11.1,,,M,,M,1,,,M,,M,0,,18.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.25,2016-03-25 00:00:00,ON,2016,3,25,0.7,,-1,,2.3,,4.1,,,M,,M,1,,,M,,M,0,,17.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.26,2016-03-26 00:00:00,ON,2016,3,26,2.3,,-1.4,,5.9,,0,,,M,,M,,,,M,,M,0,,15.7,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.27,2016-03-27 00:00:00,ON,2016,3,27,6.4,,0.9,,11.8,,0,,,M,,M,,,,M,,M,0,,11.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.28,2016-03-28 00:00:00,ON,2016,3,28,6.9,,3.2,,10.5,,7.2,,,M,,M,,,,M,,M,0,,11.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.29,2016-03-29 00:00:00,ON,2016,3,29,3.7,,-0.2,,7.6,,0.2,,,M,,M,,,,M,,M,0,,14.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.30,2016-03-30 00:00:00,ON,2016,3,30,5.9,,1,,10.8,,0.3,,,M,,M,,,,M,,M,0,,12.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.3.31,2016-03-31 00:00:00,ON,2016,3,31,11.6,,8.5,,14.6,,24.7,,,M,,M,,,,M,,M,0,,6.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.1,2016-04-01 00:00:00,ON,2016,4,1,8.7,,4.4,,12.9,,0.2,,,M,,M,,,,M,,M,0,,9.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.2,2016-04-02 00:00:00,ON,2016,4,2,1.9,,-2.3,,6.1,,1.6,,,M,,M,,,,M,,M,0,,16.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.3,2016-04-03 00:00:00,ON,2016,4,3,,M,,M,,M,,M,,M,,M,,,,M,,M,,M,,M,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.4,2016-04-04 00:00:00,ON,2016,4,4,-3.2,,-5.7,,-0.7,,2.6,,,M,,M,,,,M,,M,0,,21.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.5,2016-04-05 00:00:00,ON,2016,4,5,-3.3,,-6.8,,0.2,,0,,,M,,M,,,,M,,M,0,,21.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.6,2016-04-06 00:00:00,ON,2016,4,6,3,,-1.2,,7.1,,7.9,,,M,,M,,,,M,,M,0,,15,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.7,2016-04-07 00:00:00,ON,2016,4,7,4.1,,-0.1,,8.3,,0.3,,,M,,M,,,,M,,M,0,,13.9,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.8,2016-04-08 00:00:00,ON,2016,4,8,1,,-3,,5,,0,,,M,,M,,,,M,,M,0,,17,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.9,2016-04-09 00:00:00,ON,2016,4,9,-2.2,,-5.1,,0.8,,0,,,M,,M,,,,M,,M,0,,20.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.10,2016-04-10 00:00:00,ON,2016,4,10,-2.3,,-5.9,,1.4,,7.2,,,M,,M,,,,M,,M,0,,20.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.11,2016-04-11 00:00:00,ON,2016,4,11,5.8,,1.3,,10.3,,3.1,,,M,,M,,,,M,,M,0,,12.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.12,2016-04-12 00:00:00,ON,2016,4,12,3.8,,0,,7.5,,0.2,,,M,,M,,,,M,,M,0,,14.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.13,2016-04-13 00:00:00,ON,2016,4,13,2.5,,-1,,6,,0,,,M,,M,,,,M,,M,0,,15.5,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.14,2016-04-14 00:00:00,ON,2016,4,14,,M,1.5,E,,M,,M,,M,,M,,,,M,,M,,M,,M,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.15,2016-04-15 00:00:00,ON,2016,4,15,8.6,,4.6,,12.6,,0,,,M,,M,,,,M,,M,0,,9.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.16,2016-04-16 00:00:00,ON,2016,4,16,12,,7.6,,16.3,,0,,,M,,M,,,,M,,M,0,,6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.17,2016-04-17 00:00:00,ON,2016,4,17,14.8,,8.9,,20.6,,0,,,M,,M,,,,M,,M,0,,3.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.18,2016-04-18 00:00:00,ON,2016,4,18,16.6,,9.8,,23.3,,0,,,M,,M,,,,M,,M,0,,1.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.19,2016-04-19 00:00:00,ON,2016,4,19,11.3,,7.2,,15.4,,0,,,M,,M,,,,M,,M,0,,6.7,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.20,2016-04-20 00:00:00,ON,2016,4,20,10.6,,6.6,,14.5,,0,,,M,,M,,,,M,,M,0,,7.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.21,2016-04-21 00:00:00,ON,2016,4,21,11.7,,8.4,,14.9,,1.1,,,M,,M,,,,M,,M,0,,6.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.22,2016-04-22 00:00:00,ON,2016,4,22,13.3,,7,,19.5,,0.6,,,M,,M,,,,M,,M,0,,4.7,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.23,2016-04-23 00:00:00,ON,2016,4,23,,M,3.3,E,,M,,M,,M,,M,,,,M,,M,,M,,M,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.24,2016-04-24 00:00:00,ON,2016,4,24,7.2,,3.7,,10.6,,0,,,M,,M,,,,M,,M,0,,10.8,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.25,2016-04-25 00:00:00,ON,2016,4,25,6.2,E,4.9,E,7.4,E,0,E,,M,,M,,,,M,,M,0,E,11.8,E,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.26,2016-04-26 00:00:00,ON,2016,4,26,,M,,M,5.9,E,,M,,M,,M,,,,M,,M,,M,,M,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.27,2016-04-27 00:00:00,ON,2016,4,27,,M,2.1,E,,M,,M,,M,,M,,,,M,,M,,M,,M,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.28,2016-04-28 00:00:00,ON,2016,4,28,5.4,,2.7,,8,,0,,,M,,M,,,,M,,M,0,,12.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.29,2016-04-29 00:00:00,ON,2016,4,29,7.9,,5.7,,10.1,,0,,,M,,M,,,,M,,M,0,,10.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.4.30,2016-04-30 00:00:00,ON,2016,4,30,9.8,,5.2,,14.4,,0,,,M,,M,,,,M,,M,0,,8.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.1,2016-05-01 00:00:00,ON,2016,5,1,8.9,,7,,10.7,,4.2,,,M,,M,,,,M,,M,0,,9.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.2,2016-05-02 00:00:00,ON,2016,5,2,9.4,,6.6,,12.2,,0.4,,,M,,M,,,,M,,M,0,,8.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.3,2016-05-03 00:00:00,ON,2016,5,3,10.3,,6,,14.5,,0,,,M,,M,,,,M,,M,0,,7.7,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.4,2016-05-04 00:00:00,ON,2016,5,4,11.1,,7,,15.2,,0,,,M,,M,,,,M,,M,0,,6.9,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.5,2016-05-05 00:00:00,ON,2016,5,5,13.1,,9.3,,16.9,,0,,,M,,M,,,,M,,M,0,,4.9,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.6,2016-05-06 00:00:00,ON,2016,5,6,15.4,,9.7,,21,,0,,,M,,M,,,,M,,M,0,,2.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.7,2016-05-07 00:00:00,ON,2016,5,7,13.4,,8.4,,18.3,,0,,,M,,M,,,,M,,M,0,,4.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.8,2016-05-08 00:00:00,ON,2016,5,8,9.7,,5,,14.3,,1.6,,,M,,M,,,,M,,M,0,,8.3,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.9,2016-05-09 00:00:00,ON,2016,5,9,9.6,,4.1,,15.1,,0,,,M,,M,,,,M,,M,0,,8.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.10,2016-05-10 00:00:00,ON,2016,5,10,11.5,,7.2,,15.8,,0,,,M,,M,,,,M,,M,0,,6.5,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.11,2016-05-11 00:00:00,ON,2016,5,11,13.2,,8.7,,17.6,,0,,,M,,M,,,,M,,M,0,,4.8,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.12,2016-05-12 00:00:00,ON,2016,5,12,16,,10.8,,21.2,,0,,,M,,M,,,,M,,M,0,,2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.13,2016-05-13 00:00:00,ON,2016,5,13,17.5,,13.8,,21.1,,6.7,,,M,,M,,,,M,,M,0,,0.5,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.14,2016-05-14 00:00:00,ON,2016,5,14,9.6,,3.6,,15.5,,5.5,,,M,,M,,,,M,,M,0,,8.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.15,2016-05-15 00:00:00,ON,2016,5,15,6.3,,3.1,,9.4,,0.8,,,M,,M,,,,M,,M,0,,11.7,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.16,2016-05-16 00:00:00,ON,2016,5,16,10.5,,2.4,,18.5,,2.9,,,M,,M,,,,M,,M,0,,7.5,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.17,2016-05-17 00:00:00,ON,2016,5,17,10.9,,6.6,,15.1,,0,,,M,,M,,,,M,,M,0,,7.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.18,2016-05-18 00:00:00,ON,2016,5,18,11.9,,7.7,,16.1,,0,,,M,,M,,,,M,,M,0,,6.1,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.19,2016-05-19 00:00:00,ON,2016,5,19,15.6,,11.3,,19.8,,0,,,M,,M,,,,M,,M,0,,2.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.20,2016-05-20 00:00:00,ON,2016,5,20,15.8,,9.1,,22.5,,0,,,M,,M,,,,M,,M,0,,2.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.21,2016-05-21 00:00:00,ON,2016,5,21,19.2,,14.7,,23.7,,0,,,M,,M,,,,M,,M,1.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.22,2016-05-22 00:00:00,ON,2016,5,22,18.6,,13.6,,23.5,,0,,,M,,M,,,,M,,M,0.6,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.23,2016-05-23 00:00:00,ON,2016,5,23,19,,13.1,,24.9,,0,,,M,,M,,,,M,,M,1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.24,2016-05-24 00:00:00,ON,2016,5,24,21.1,,13.7,,28.5,,0,,,M,,M,,,,M,,M,3.1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.25,2016-05-25 00:00:00,ON,2016,5,25,23.4,,16.6,,30.1,,0,,,M,,M,,,,M,,M,5.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.26,2016-05-26 00:00:00,ON,2016,5,26,20.7,,16.6,,24.7,,2.7,,,M,,M,,,,M,,M,2.7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.27,2016-05-27 00:00:00,ON,2016,5,27,23.4,,18,,28.8,,0,,,M,,M,,,,M,,M,5.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.28,2016-05-28 00:00:00,ON,2016,5,28,25,,18.5,,31.5,,0,,,M,,M,,,,M,,M,7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.29,2016-05-29 00:00:00,ON,2016,5,29,25.1,,20.1,,30,,0,,,M,,M,,,,M,,M,7.1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.30,2016-05-30 00:00:00,ON,2016,5,30,23.7,,19,,28.3,,0,,,M,,M,,,,M,,M,5.7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.5.31,2016-05-31 00:00:00,ON,2016,5,31,21.8,,16.3,,27.3,,0,,,M,,M,,,,M,,M,3.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.1,2016-06-01 00:00:00,ON,2016,6,1,16.5,,13.5,,19.4,,0,,,M,,M,,,,M,,M,0,,1.5,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.2,2016-06-02 00:00:00,ON,2016,6,2,21.8,,16.3,,27.3,,0,,,M,,M,,,,M,,M,3.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.3,2016-06-03 00:00:00,ON,2016,6,3,20.7,,15.2,,26.1,,0,,,M,,M,,,,M,,M,2.7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.4,2016-06-04 00:00:00,ON,2016,6,4,21.2,,16.2,,26.1,,4.6,,,M,,M,,,,M,,M,3.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.5,2016-06-05 00:00:00,ON,2016,6,5,19.3,,16.2,,22.3,,17.8,,,M,,M,,,,M,,M,1.3,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.6,2016-06-06 00:00:00,ON,2016,6,6,20.5,,15,,25.9,,2.2,,,M,,M,,,,M,,M,2.5,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.7,2016-06-07 00:00:00,ON,2016,6,7,15.8,,11,,20.6,,0,,,M,,M,,,,M,,M,0,,2.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.8,2016-06-08 00:00:00,ON,2016,6,8,11.5,,8.2,,14.8,,0,,,M,,M,,,,M,,M,0,,6.5,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.9,2016-06-09 00:00:00,ON,2016,6,9,14.4,,8,,20.8,,0,,,M,,M,,,,M,,M,0,,3.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.10,2016-06-10 00:00:00,ON,2016,6,10,16.4,,10.1,,22.6,,0,,,M,,M,,,,M,,M,0,,1.6,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.11,2016-06-11 00:00:00,ON,2016,6,11,21.9,,13.1,,30.6,,7.8,,,M,,M,,,,M,,M,3.9,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.12,2016-06-12 00:00:00,ON,2016,6,12,16.8,,13.8,,19.7,,0,,,M,,M,,,,M,,M,0,,1.2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.13,2016-06-13 00:00:00,ON,2016,6,13,15.6,,11.7,,19.4,,0,,,M,,M,,,,M,,M,0,,2.4,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.14,2016-06-14 00:00:00,ON,2016,6,14,16,,10.9,,21,,0,,,M,,M,,,,M,,M,0,,2,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.15,2016-06-15 00:00:00,ON,2016,6,15,18.1,,11.9,,24.3,,0.5,,,M,,M,,,,M,,M,0.1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.16,2016-06-16 00:00:00,ON,2016,6,16,20.4,,15.2,,25.6,,0.8,,,M,,M,,,,M,,M,2.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.17,2016-06-17 00:00:00,ON,2016,6,17,22,,15.2,,28.8,,0,,,M,,M,,,,M,,M,4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.18,2016-06-18 00:00:00,ON,2016,6,18,23.7,,16.8,,30.5,,0,,,M,,M,,,,M,,M,5.7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.19,2016-06-19 00:00:00,ON,2016,6,19,25.2,,18.6,,31.8,,0,,,M,,M,,,,M,,M,7.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.20,2016-06-20 00:00:00,ON,2016,6,20,25.4,,19.1,,31.7,,0,,,M,,M,,,,M,,M,7.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.21,2016-06-21 00:00:00,ON,2016,6,21,20.8,,14.9,,26.7,,0,,,M,,M,,,,M,,M,2.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.22,2016-06-22 00:00:00,ON,2016,6,22,21,,15.9,,26,,0,,,M,,M,,,,M,,M,3,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.23,2016-06-23 00:00:00,ON,2016,6,23,19.5,,15,,23.9,,0,,,M,,M,,,,M,,M,1.5,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.24,2016-06-24 00:00:00,ON,2016,6,24,21.7,,15.3,,28,,0,,,M,,M,,,,M,,M,3.7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.25,2016-06-25 00:00:00,ON,2016,6,25,,M,,M,28.5,E,,M,,M,,M,,,,M,,M,,M,,M,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.26,2016-06-26 00:00:00,ON,2016,6,26,25.5,,18.5,,32.5,,2,,,M,,M,,,,M,,M,7.5,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.27,2016-06-27 00:00:00,ON,2016,6,27,27.2,,21.1,,33.2,,0,,,M,,M,,,,M,,M,9.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.28,2016-06-28 00:00:00,ON,2016,6,28,20.2,,16.4,,24,,0,,,M,,M,,,,M,,M,2.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.29,2016-06-29 00:00:00,ON,2016,6,29,21.1,,15.5,,26.7,,0,,,M,,M,,,,M,,M,3.1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.6.30,2016-06-30 00:00:00,ON,2016,6,30,20.6,,13.5,,27.6,,0,,,M,,M,,,,M,,M,2.6,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.1,2016-07-01 00:00:00,ON,2016,7,1,18.7,,14.6,,22.8,,3.8,,,M,,M,,,,M,,M,0.7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.2,2016-07-02 00:00:00,ON,2016,7,2,19.9,,13.2,,26.6,,0,,,M,,M,,,,M,,M,1.9,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.3,2016-07-03 00:00:00,ON,2016,7,3,22,,15.1,,28.9,,0,,,M,,M,,,,M,,M,4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.4,2016-07-04 00:00:00,ON,2016,7,4,22.9,,16,,29.7,,0,,,M,,M,,,,M,,M,4.9,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.5,2016-07-05 00:00:00,ON,2016,7,5,25.3,,19.9,,30.7,,0,,,M,,M,,,,M,,M,7.3,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.6,2016-07-06 00:00:00,ON,2016,7,6,26.2,,20.1,,32.2,,0,,,M,,M,,,,M,,M,8.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.7,2016-07-07 00:00:00,ON,2016,7,7,26,,21.5,,30.5,,4.8,,,M,,M,,,,M,,M,8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.8,2016-07-08 00:00:00,ON,2016,7,8,24.8,,20.8,,28.7,,0.8,,,M,,M,,,,M,,M,6.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.9,2016-07-09 00:00:00,ON,2016,7,9,23.5,,19.4,,27.5,,1.9,,,M,,M,,,,M,,M,5.5,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.10,2016-07-10 00:00:00,ON,2016,7,10,23.2,,17.4,,28.9,,0,,,M,,M,,,,M,,M,5.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.11,2016-07-11 00:00:00,ON,2016,7,11,22.8,,19.1,,26.4,,0,,,M,,M,,,,M,,M,4.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.12,2016-07-12 00:00:00,ON,2016,7,12,25.9,,20.6,,31.2,,0,,,M,,M,,,,M,,M,7.9,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.13,2016-07-13 00:00:00,ON,2016,7,13,26.9,,21,,32.7,,5.1,,,M,,M,,,,M,,M,8.9,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.14,2016-07-14 00:00:00,ON,2016,7,14,24.1,,19.8,,28.3,,5,,,M,,M,,,,M,,M,6.1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.15,2016-07-15 00:00:00,ON,2016,7,15,22.4,,16.9,,27.8,,0,,,M,,M,,,,M,,M,4.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.16,2016-07-16 00:00:00,ON,2016,7,16,18.6,,15.3,,21.9,,0,,,M,,M,,,,M,,M,0.6,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.17,2016-07-17 00:00:00,ON,2016,7,17,21.2,,15.3,,27,,0,,,M,,M,,,,M,,M,3.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.18,2016-07-18 00:00:00,ON,2016,7,18,25,,18.7,,31.2,,0,,,M,,M,,,,M,,M,7,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.19,2016-07-19 00:00:00,ON,2016,7,19,21.4,,15.7,,27,,0,,,M,,M,,,,M,,M,3.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.20,2016-07-20 00:00:00,ON,2016,7,20,21.1,,14.5,,27.6,,0,,,M,,M,,,,M,,M,3.1,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.21,2016-07-21 00:00:00,ON,2016,7,21,25.2,,18.7,,31.6,,0,,,M,,M,,,,M,,M,7.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.22,2016-07-22 00:00:00,ON,2016,7,22,28.5,,21.5,,35.5,,0,,,M,,M,,,,M,,M,10.5,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.23,2016-07-23 00:00:00,ON,2016,7,23,27.9,,22,,33.7,,0,,,M,,M,,,,M,,M,9.9,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.24,2016-07-24 00:00:00,ON,2016,7,24,24.2,,22.2,,26.1,,0,,,M,,M,,,,M,,M,6.2,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.25,2016-07-25 00:00:00,ON,2016,7,25,26.6,,21.2,,32,,16.4,,,M,,M,,,,M,,M,8.6,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.26,2016-07-26 00:00:00,ON,2016,7,26,23.8,,18.6,,29,,0,,,M,,M,,,,M,,M,5.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.27,2016-07-27 00:00:00,ON,2016,7,27,26.8,,19.6,,33.9,,4.4,,,M,,M,,,,M,,M,8.8,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.28,2016-07-28 00:00:00,ON,2016,7,28,25.4,,21.4,,29.3,,0,,,M,,M,,,,M,,M,7.4,,0,,,,,
-79.4,43.666666666666664,TORONTO CITY,6158355,6158355.2016.7.29,2016-07-29 00:00:00,ON,2016,7,29,23.1,,19,,27.2,,4.9,,,M,,M,,,,M,,M,5.1,,0,,,,,
